id;names;date_x;score;genre;status;orig_lang;country
952;Flower and Snake 4: White Uniform Rope Slave;12/06/1986;51.0;Thriller, Drama; Released; Japanese;JP
953;Melody Makers;12/17/2019 ;45.0;Music, Documentary; Released; English;US
954;Shutter Island;02/18/2010 ;82.0;Drama, Thriller, Mystery; Released; English;AU
955;Mira;11/13/2022 ;73.0;Drama; Released; English;AU
956;I'm Not Ashamed;10/21/2016 ;74.0;Drama; Released; English;US
957;It;09/07/2017;72.0;Horror, Fantasy; Released; English;AU
958;Barbarian;10/20/2022 ;69.0;Horror, Mystery, Thriller; Released; English;AU
959;Dragon Ball Z: Bardock - The Father of Goku;10/17/1990 ;75.0;Animation, Action, Science Fiction, Drama, Fantasy; Released; Japanese;JP
960;John Carter;03/08/2012;63.0;Action, Adventure, Science Fiction; Released; English;AU
961;Vacation;08/19/2015 ;63.0;Comedy; Released; English;AU
962;Bambi;04/15/1943 ;70.0;Animation, Drama, Family; Released; English;AU
963;Whiplash;10/22/2014 ;84.0;Drama, Music; Released; English;AU
964;Munthiri Kaadu;04/07/2023;0.0;Drama, Action; Released; Tamil;IN
965;Cinderella II: Dreams Come True;02/23/2002 ;61.0;Family, Animation, Romance, Fantasy; Released; English;US
966;Man of Steel;06/26/2013 ;66.0;Action, Adventure, Science Fiction; Released; English;AU
967;Hypnotic;10/27/2021 ;61.0;Thriller, Drama, Horror; Released; English;US
968;Goblin Slayer: Goblin's Crown;02/01/2020;74.0;Animation, Adventure, Action, Fantasy; Released; Japanese;JP
969;The Croods;03/28/2013 ;69.0;Animation, Adventure, Family, Fantasy, Comedy, Action; Released; English;AU
970;Bridge to Terabithia;06/14/2007 ;73.0;Adventure, Drama, Family; Released; English;AU
971;Jesús de Nazaret: El Hijo de Dios;04/18/2019 ;68.0;Drama, History; Released; Spanish, Castilian;ES
972;After Porn Ends 2;03/28/2017 ;54.0;Documentary; Released; English;US
973;X-Men: Days of Future Past;05/22/2014 ;75.0;Action, Adventure, Science Fiction; Released; English;AU
974;Back to the Future;08/15/1985 ;83.0;Adventure, Comedy, Science Fiction; Released; English;AU
975;Star Wars: The Rise of Skywalker;12/19/2019 ;64.0;Adventure, Action, Science Fiction; Released; English;AU
976;Attack on Titan II: End of the World;09/19/2015 ;60.0;Horror, Science Fiction, Action, Fantasy; Released; Japanese;JP
977;Code Name: Emperor;11/14/2022 ;59.0;Drama, Thriller; Released; Spanish, Castilian;FR
978;Yaksha: Ruthless Operations;04/08/2022;64.0;Action, Adventure, Crime, Thriller; Released; Korean;KR
979;Black Adam: Saviour or Destroyer?;10/15/2022 ;70.0;Documentary; Released; English;GB
980;The Fabelmans;01/05/2023;79.0;Drama; Released; English;AU
981;Hancock;07/03/2008;63.0;Fantasy, Action; Released; English;AU
982;Godzilla: King of the Monsters;05/30/2019 ;67.0;Science Fiction, Action; Released; English;AU
983;Halloween Kills;10/28/2021 ;66.0;Horror, Thriller; Released; English;AU
984;Along with the Gods: The Last 49 Days;08/02/2018;82.0;Fantasy, Action, Adventure; Released; Korean;AU
985;Snow Day;12/17/2022 ;68.0;TV Movie, Family, Comedy, Music; Released; English;AU
986;Werewolf by Night;10/07/2022;71.0;Action, Fantasy, Horror, TV Movie; Released; English;AU
987;Dragon Ball Z: The World's Strongest;03/10/1990;65.0;Action, Animation, Science Fiction; Released; Japanese;JP
988;Rambo;02/21/2008 ;66.0;Action, Thriller; Released; English;AU
989;The Wizard of Oz;04/18/1940 ;76.0;Adventure, Fantasy, Family; Released; English;AU
990;Ice Age: Collision Course;06/23/2016 ;61.0;Adventure, Animation, Family, Comedy, Science Fiction; Released; English;AU
991;Lolita;09/27/1997 ;71.0;Drama; Released; English;US
992;Lolita;09/27/1997 ;71.0;Drama; Released; English;US
993;The Nightingale of Bursa;01/13/2023 ;64.0;Comedy, Music; Released; Turkish;TR
994;Me Time;08/26/2022 ;60.0;Comedy; Released; English;US
995;Cleopatra;12/06/1963;71.0;Drama, History, Romance; Released; English;AU
996;Jeepers Creepers 2;02/05/2004;61.0;Horror; Released; English;AU
997;G.I. Joe: The Rise of Cobra;08/06/2009;58.0;Adventure, Action, Thriller, Science Fiction; Released; English;AU
998;Rise of the Planet of the Apes;08/03/2011;73.0;Thriller, Action, Drama, Science Fiction; Released; English;AU
999;My Father's Dragon;11/04/2022;76.0;Animation, Adventure, Family, Fantasy, Comedy; Released; English;IE
1000;Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn);02/06/2020;70.0;Action, Crime; Released; English;AU
1001;Rocky IV;12/19/1985 ;71.0;Drama; Released; English;AU
1002;Dinosaur;06/15/2000 ;65.0;Family, Animation; Released; English;AU
1003;The Last Airbender;09/16/2010 ;47.0;Action, Adventure, Fantasy; Released; English;AU
1004;Oscenità;02/14/1980 ;68.0;Drama; Released; Italian;IT
1005;War Room;08/28/2015 ;78.0;Drama, Romance; Released; English;US
1006;Ladybug & Cat Noir: The Movie;07/05/2023;0.0;Animation, Fantasy, Action; Post Production; French;FR
1007;Wrong Turn 4: Bloody Beginnings;10/17/2011 ;57.0;Horror, Thriller; Released; English;US
1008;Barbie: Princess Charm School;09/07/2011;74.0;Family, Animation, Fantasy; Released; English;AU
1009;Attack on Titan;08/25/2015 ;60.0;Horror, Fantasy, Action, Science Fiction; Released; Japanese;AU
1010;Praise This;04/07/2023;75.0;Comedy, Music; Released; English;US
1011;Maze Runner: The Scorch Trials;09/10/2015;67.0;Science Fiction, Action, Thriller, Adventure; Released; English;AU
1012;One Hundred and One Dalmatians;10/08/1961;72.0;Adventure, Animation, Comedy, Family; Released; English;AU
1013;Dragon Ball Z: The Tree of Might;06/07/1990;65.0;Action, Animation, Science Fiction; Released; Japanese;JP
1014;Dragon Ball Z: Super Android 13!;07/11/1992;67.0;Action, Animation, Science Fiction; Released; Japanese;JP
1015;Catch the Fair One;02/11/2022;65.0;Thriller; Released; English;US
1016;Alien;12/06/1979;81.0;Horror, Science Fiction; Released; English;AU
1017;Collision;06/16/2022 ;60.0;Thriller, Crime, Drama; Released; English;ZA
1018;Navalny;08/25/2022 ;72.0;Documentary, Thriller; Released; Russian;AU
1019;Inside;03/15/2023 ;66.0;Drama, Thriller; Released; English;BE
1020;American Pie;09/16/1999 ;66.0;Comedy, Romance; Released; English;AU
1021;Terrifier;08/09/2011;64.0;Horror; Released; English;US
1022;Mindcage;12/16/2022 ;72.0;Mystery, Thriller, Crime, Drama; Released; English;US
1023;Malena;10/27/2000 ;74.0;Drama; Released; Italian;IT
1024;Vanguard;09/30/2020 ;63.0;Action, Adventure, Crime; Released; Chinese;CN
1025;The Roundup;05/18/2022 ;72.0;Action, Crime, Thriller; Released; Korean;KR
1026;Shooter;04/19/2007 ;71.0;Action, Drama, Mystery, Thriller, Crime; Released; English;AU
1027;The Godfather Part III;02/28/1991 ;74.0;Crime, Drama, Thriller; Released; English;AU
1028;Scary Movie 3;12/11/2003;60.0;Comedy; Released; English;AU
1029;Stolen by Their Father;03/05/2022;81.0;Drama, TV Movie; Released; English;US
1030;Hotel Transylvania 3: Summer Vacation;06/28/2018 ;69.0;Animation, Comedy, Family, Fantasy; Released; English;AU
1031;The Chronicles of Narnia: Prince Caspian;06/05/2008;66.0;Adventure, Family, Fantasy; Released; English;AU
1032;Jeepers Creepers;01/17/2002 ;64.0;Horror, Thriller; Released; English;AU
1033;Before I Wake;01/05/2018;65.0;Drama, Fantasy, Horror, Thriller; Released; English;US
1034;The Hot Chick;01/01/2003;64.0;Comedy, Fantasy; Released; English;AU
1035;Rango;03/10/2011;68.0;Animation, Comedy, Family, Western, Adventure; Released; English;AU
1036;Annabelle;10/03/2014;57.0;Horror; Released; English;US
1037;Vendetta;05/17/2022 ;62.0;Action; Released; English;US
1038;Matriarch;10/11/2022;53.0;Horror; Released; English;US
1039;One Shot;01/01/2022;68.0;Action; Released; English;AU
1040;Madagascar: Escape 2 Africa;12/18/2008 ;65.0;Family, Adventure, Animation, Comedy; Released; English;AU
1041;Law Abiding Citizen;01/28/2010 ;73.0;Drama, Crime, Thriller; Released; English;AU
1042;Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse;05/24/2022 ;69.0;Animation, Action, Comedy; Released; English;US
1043;Homebound;04/01/2022;44.0;Horror, Drama, Mystery; Released; English;GB
1044;Ted;07/05/2012;64.0;Comedy, Fantasy; Released; English;AU
1045;Scary Movie 4;04/13/2006 ;55.0;Comedy; Released; English;AU
1046;The Godfather Part II;02/20/1975 ;86.0;Drama, Crime; Released; English;AU
1047;Tenet;08/27/2020 ;72.0;Action, Thriller, Science Fiction; Released; English;AU
1048;Captain Marvel;03/07/2019;69.0;Action, Adventure, Science Fiction; Released; English;AU
1049;Pinocchio;05/16/1940 ;71.0;Animation, Family; Released; English;AU
1050;Pinocchio;05/16/1940 ;71.0;Animation, Family; Released; English;AU
1051;Pinocchio;05/16/1940 ;71.0;Animation, Family; Released; English;AU
1052;Below Her Mouth;02/10/2017;68.0;Drama, Romance; Released; English;CA
1053;Borrego;01/14/2022 ;58.0;Crime, Thriller; Released; English;US
1054;Ciao Alberto;11/12/2021;75.0;Animation, Comedy, Family, Fantasy; Released; English;US
1055;Taken;08/14/2008 ;74.0;Action, Thriller; Released; English;AU
1056;Paranormal Activity: Next of Kin;10/29/2021 ;62.0;Horror, Mystery, Thriller; Released; English;AU
1057;Pretty Guardian Sailor Moon Eternal The Movie Part 2;02/11/2021;81.0;Animation, Action, Adventure, Comedy, Drama, Fantasy, Romance; Released; Japanese;JP
1058;You People;01/20/2023 ;58.0;Romance, Comedy; Released; English;US
1059;American Psycho;04/13/2000 ;74.0;Thriller, Drama, Crime; Released; English;AU
1060;Ghost Rider;03/01/2007;55.0;Thriller, Action, Fantasy; Released; English;AU
1061;Green Lantern: Beware My Power;07/26/2022 ;70.0;Animation, Action, Science Fiction; Released; English;AU
1062;Six Swedish Girls in Alps;07/22/1983 ;55.0;Romance, Comedy; Released; German;DE
1063;The Kids Are Alright 2;12/02/2022;66.0;Comedy, Family; Released; Spanish, Castilian;ES
1064;The First Purge;10/31/2018 ;60.0;Horror, Action, Thriller; Released; English;AU
1065;Maze Runner: The Death Cure;01/10/2018;71.0;Science Fiction, Action, Adventure, Thriller; Released; English;AU
1066;Naruto Shippuden the Movie: Bonds;08/02/2008;73.0;Fantasy, Animation, Action; Released; Japanese;JP
1067;The Equalizer 2;07/19/2018 ;67.0;Action, Thriller, Crime; Released; English;AU
1068;Soulmate;03/15/2023 ;70.0;Drama, Romance; Released; Korean;KR
1069;Ong Bak: Muay Thai Warrior;03/10/2005;71.0;Action, Thriller; Released; Thai;AU
1070;Assassin;03/31/2023 ;62.0;Action, Science Fiction; Released; English;US
1071;The Marksman;01/21/2021 ;69.0;Action, Drama; Released; English;AU
1072;Rise of the Teenage Mutant Ninja Turtles: The Movie;08/05/2022;75.0;Animation, Action, Science Fiction; Released; English;US
1073;Madagascar 3: Europe's Most Wanted;09/13/2012 ;66.0;Animation, Family, Comedy, Adventure; Released; English;AU
1074;Child of Kamiari Month;10/08/2021;66.0;Animation, Drama, Fantasy, Family; Released; Japanese;JP
1075;Rambo: Last Blood;09/19/2019 ;65.0;Action, Thriller, Drama; Released; English;AU
1076;Two Much for the Job;08/10/2022;53.0;Comedy; Released; French;FR
1077;Nothing to Lose;03/29/2018 ;55.0;Drama, History; Released; Portuguese;BR
1078;Saw;12/02/2004;74.0;Horror, Mystery, Crime; Released; English;AU
1079;Crazy Fist;05/06/2021;69.0;Action; Released; Chinese;CN
1080;Taken 2;10/04/2012;63.0;Action, Crime, Thriller; Released; English;AU
1081;Alien: Covenant;05/11/2017;61.0;Science Fiction, Horror, Mystery; Released; English;AU
1082;The Exorcism of Emily Rose;10/27/2005 ;65.0;Crime, Drama, Horror, Thriller; Released; English;AU
1083;Southpaw;08/20/2015 ;74.0;Action, Drama; Released; English;AU
1084;The Lion King 1½;02/06/2004;66.0;Family, Animation, Comedy, Action; Released; English;AU
1085;La extorsión;04/06/2023;80.0;Thriller; Released; Spanish, Castilian;AR
1086;Saint Seiya: Legend of Sanctuary;06/21/2014 ;65.0;Action, Animation, Fantasy; Released; Japanese;JP
1087;Back to the Outback;12/03/2021;78.0;Animation, Family, Adventure, Comedy; Released; English;US
1088;Virgin Forest;06/24/2022 ;56.0;Thriller, Crime, Drama; Released; Tagalog;PH
1089;Red Shoes and the Seven Dwarfs;07/02/2020;78.0;Animation, Romance, Family; Released; English;AU
1090;Cruel Fixation;10/10/2019;69.0;Thriller; Released; English;US
1091;Baywatch;06/01/2017;61.0;Comedy, Action, Crime; Released; English;AU
1092;Yu-Gi-Oh!: The Dark Side of Dimensions;02/02/2017;76.0;Adventure, Animation; Released; Japanese;AU
1093;Peter Rabbit 2: The Runaway;03/25/2021 ;72.0;Family, Comedy, Adventure, Animation, Fantasy; Released; English;AU
1094;The Hunger Games;03/22/2012 ;72.0;Science Fiction, Adventure, Fantasy; Released; English;AU
1095;Get Out;05/04/2017;76.0;Mystery, Thriller, Horror; Released; English;AU
1096;Making of The Last of Us;03/12/2023;61.0;Documentary; Released; English;US
1097;Shark Tale;09/20/2004 ;60.0;Animation, Action, Comedy, Family; Released; English;AU
1098;Black Clover: Sword of the Wizard King;06/16/2023 ;0.0;Animation, Action, Fantasy; In Production; Japanese;JP
1099;Gonjiam: Haunted Asylum;03/28/2018 ;73.0;Horror, Mystery; Released; Korean;KR
1100;La Llorona;08/06/2020;65.0;Thriller, Horror, Drama; Released; Spanish, Castilian;AU
1101;Suicide Squad;08/04/2016;59.0;Action, Adventure, Fantasy; Released; English;AU
1102;Aladdin;06/03/1993;76.0;Animation, Family, Adventure, Fantasy, Romance; Released; English;AU
1103;Aladdin;06/03/1993;76.0;Animation, Family, Adventure, Fantasy, Romance; Released; English;AU
1104;On the Beach;08/24/1985 ;50.0;Drama; Released; Japanese;JP
1105;Alice in Wonderland;12/21/1951 ;72.0;Animation, Family, Fantasy, Adventure; Released; English;AU
1106;Alice in Wonderland;12/21/1951 ;72.0;Animation, Family, Fantasy, Adventure; Released; English;AU
1107;Hitman: Agent 47;08/20/2015 ;58.0;Action, Crime, Thriller; Released; English;AU
1108;God's Not Dead 2;04/01/2016;62.0;Drama; Released; English;US
1109;Jurassic Hunt;08/24/2021 ;51.0;Action, Science Fiction, Thriller; Released; English;US
1110;Saint Seiya Heaven Chapter: Overture;02/14/2004 ;76.0;Animation, Fantasy; Released; Japanese;JP
1111;The 355;01/13/2022 ;62.0;Action, Thriller; Released; English;AU
1112;Larva Pendant;05/25/2022 ;72.0;Comedy, Family, Animation; Released; Korean;FR
1113;Fistful of Vengeance;02/17/2022 ;56.0;Action, Fantasy; Released; English;US
1114;Hidden;09/15/2015 ;69.0;Thriller, Horror; Released; English;US
1115;Redcon-1;09/28/2018 ;56.0;Action, Horror, Science Fiction; Released; English;GB
1116;American Pie Presents: The Naked Mile;12/29/2006 ;55.0;Comedy; Released; English;AU
1117;The Action Pack Saves Christmas;11/28/2022 ;50.0;Animation, Family; Released; English;US
1118;The Haunting of Helena;06/21/2013 ;56.0;Horror, Thriller; Released; English;US
1119;God's Not Dead;03/21/2014 ;61.0;Drama; Released; English;US
1120;The Long Dark Trail;06/19/2021 ;47.0;Horror; Released; English;US
1121;Luther;10/29/2003 ;64.0;Drama, History; Released; English;DE
1122;Pride & Prejudice;10/13/2005 ;81.0;Drama, Romance; Released; English;AU
1123;The Truman Show;09/24/1998 ;81.0;Comedy, Drama; Released; English;AU
1124;Don't Look Up;12/07/2021;72.0;Science Fiction, Comedy, Drama; Released; English;AU
1125;The Martian;09/30/2015 ;77.0;Drama, Adventure, Science Fiction; Released; English;AU
1126;Forrest Gump;11/17/1994 ;85.0;Comedy, Drama, Romance; Released; English;AU
1127;The Innkeepers;04/11/2012;54.0;Horror, Thriller; Released; English;AU
1128;We're the Millers;08/15/2013 ;68.0;Comedy, Crime; Released; English;AU
1129;Sicario;09/24/2015 ;74.0;Action, Crime, Thriller; Released; English;AU
1130;Young Sister In Law 4;01/25/2019 ;40.0;Romance; Released; Korean;KR
1131;Bolt;01/01/2009;65.0;Animation, Family, Adventure, Comedy; Released; English;AU
1132;Prisoners;10/17/2013 ;81.0;Drama, Thriller, Crime; Released; English;AU
1133;It's a Wonderful Life;02/06/1948;83.0;Drama, Family, Fantasy; Released; English;AU
1134;Terminator Salvation;06/04/2009;60.0;Action, Science Fiction, Thriller; Released; English;AU
1135;Me contro Te: Il film - Persi nel tempo;01/01/2022;79.0;Family, Fantasy; Released; Italian;IT
1136;A Million Ways to Die in the West;06/28/2014 ;60.0;Comedy, Western; Released; English;AU
1137;Power Rangers;03/23/2017 ;63.0;Action, Adventure, Science Fiction; Released; English;AU
1138;War for the Planet of the Apes;07/27/2017 ;72.0;Drama, Science Fiction, War; Released; English;AU
1139;Solar Impact;11/15/2019 ;27.0;Action, Fantasy, Thriller; Released; English;US
1140;Chickenhare and the Hamster of Darkness;02/16/2022 ;75.0;Animation, Adventure, Comedy, Family, Fantasy; Released; English;BE
1141;Pil's Adventures;06/02/2022;67.0;Animation, Adventure, Fantasy, Comedy, Family; Released; French;AU
1142;Raiders of the Lost Ark;08/14/1981 ;79.0;Adventure, Action; Released; English;AU
1143;The Cellar;03/25/2022 ;66.0;Horror, Mystery; Released; English;IE
1144;Star Wars: The Last Jedi;12/14/2017 ;68.0;Adventure, Action, Science Fiction; Released; English;AU
